Class of,College,IPED,Admission Decision,GPA,SAT Single,SAT Super,SAT CR,SAT M,__ SAT W,ACT,Sub Test 1,Sub Test 2,Major,AP/IB/Coll,Honors,App Deadline,Home State,HS Level,Merit Scholarship,URM
2020,University of Georgia,139959,Deferred  ,3.83,,,,,,31,,,Business  ,16,12,EA  ,CA,PrivR,,
2020,University of Georgia,139959,Deferred  ,3.43,1310,1310,640,670,,,,,Art - Graphic Design,10,20,,TX,PubA,,
2020,University of Georgia,139959,Not Accepted,2.5,,,,,,31,,,Business - Economics,,,EA  ,TX,PrivR,,
2020,University of Georgia,139959,Accepted  ,4,1480,1510,710,800,,,,,Biology ,24,14,EA  ,NJ, PubR,"$82,000 ",
2020,University of Georgia,139959,Not Accepted,3.55,1330,1330,650,680,,,,,Business - Marketing,10,15,,CA, PubR,,
2020,University of Georgia,139959,Accepted  ,3.5,,,,,,32,740,,Business - Undecided,12,22,EA  ,NJ, PubR,,
2020,University of Georgia,139959,Not Accepted,3.63,1450,1460,730,730,,,,,Communication Studies,8,12,,NJ, PubR,,
2020,University of Georgia,139959,Not Accepted,3.4,,,,,,29,,,Political Science,4,18,EA  ,NC,PubA,,
2020,University of Georgia,139959,Accepted  ,4,,,,,,34,,,Sociology,18,13,EA  ,GA, PubR,,checked
2020,University of Georgia,139959,Accepted  ,3.8,,,,,,30,,,Psychology ,14,4,EA  ,CA,PubA,,
2020,University of Georgia,139959,Waitlisted,3.42,,,,,,32,,,Biology ,15,8,EA  ,TX,PrivR,,
2020,University of Georgia,139959,Not Accepted,3.36,,,,,,22,,,Psychology ,6,6,EA  ,TX, PubR,,
2020,University of Georgia,139959,Not Accepted,3.91,,1130,580,550,,,,,Biology ,4,20,,FL, PubR,,checked
2018,University of Glasgow,900091,Accepted  ,4,,,700,640,,28,,,History,,,,CA, PubR,,
2017,University of Glasgow,900091,Accepted  ,3.5,,,,,,31,,,Neuroscience,14,0,,TX,PrivR,"$40,000 ",
2017,University of Greenwich ,900372,Accepted  ,2.82,,,,,,,,,Film - Production,18,12,,CA, PubR,,
2016,University of Hartford,129525,Accepted  ,2.4,,1650,600,550,500,,,,,4,,EA  ,NY,PubA,"$80,000 ",
2019,University of Hartford,129525,Withdrawn,3.38,,,,,,30,,,Music - Musical Theatre,4,4,,CA, PubR,,
2016,University of Hartford,129525,Accepted  ,2.83,,,,,,,,,Business - Administration ,4,4,,NJ, PubR,"$17,000 ",
2019,University of Hartford,129525,Accepted  ,3.23,,,,,,25,,,Business - Sports Management,0,6,EA  ,NJ,PubA,"$100,000 ",
2017,University of Hartford,129525,Accepted  ,3.3,,,,,,,,,Art,,,,CA,PubA,,
2017,University of Hartford,129525,Accepted  ,3.58,,1220,600,620,,,,,Psychology,10,24,,NJ,PubA,"$68,000 ",
2018,University of Hartford,129525,Accepted  ,3.4,,960,500,460,,,,,Undecided - Liberal Arts & Sciences,0,0,EA  ,CT, PubR,,
2017,University of Hartford,129525,Accepted  ,3.12,,,,,,,,,Undecided,0,4,EA  ,NJ, PubR,,
2016,University of Hartford,129525,Accepted  ,3.3,,,,,,,,,Education ,2,,,CA,PrivA,,
2016,University of Hartford,129525,Accepted  ,3.3,,1770,650,470,650,,,,Art - Studio,4,4,,CA, PubR,,
2015,University of Hartford,129525,Accepted  ,2.54,,1330,470,430,430,,,,Business   ,4,1,,NJ,,,
2019,University of Hartford,129525,Accepted  ,3.1,1000,1000,490,510,,,,,Nursing,0,0,EA  ,,PrivA,,checked
2016,University of Hartford,129525,Accepted  ,2.5,,1690,560,640,490,,,,,2,,,,PrivR,,
2020,University of Hartford,129525,Accepted  ,2.5,,,,,,22,,,Undecided,0,2,,NJ, PubR,,checked
2020,University of Hartford,129525,Accepted  ,3.5,1390,1390,670,720,,,,,Biology ,12,24,EA  ,NJ, PubR,"$112,000 ",checked
2020,University of Hartford,129525,Accepted  ,3.5,,,,,,,,,Criminal Justice,0,0,,CT, PubR,"$124,000 ",checked
2020,University of Hartford,129525,Accepted  ,3.9,1440,1440,750,690,,34,,,Psychology ,10,18,EA  ,NJ, PubR,"$112,000 ",
2020,University of Hartford,129525,Accepted  ,3.38,,,,,,27,,,Engineering - Mechanical ,0,6,,NJ, PubR,"$112,000 ",
2020,University of Hartford,129525,Accepted  ,2.6,,,,,,,,,Communication,,,EA  ,NJ, PubR,"$72,000 ",
2016,University of Hawaii at Hilo,141565,Not Accepted,2.84,,1330,410,530,390,,,,,,,,CA, PubR,,
2019,University of Hawaii at Hilo,141565,Accepted  ,3.43,1230,1230,690,540,,,,,Physics - Astrophysics,0,6,,TX,Homeschool,,checked
2019,University of Hawaii at Hilo,141565,Accepted  ,2.92,,1130,600,530,,,,,Biology - Marine,0,6,,CA,PubA,,
2018,University of Hawaii at Hilo,141565,Accepted  ,3.29,,,,,,19,,,Environmental Science  ,,,,CA, PubR,,
2020,University of Hawaii at Hilo,141565,Accepted  ,3.95,1210,1230,630,600,,,,,Biology - Marine,12,10,,CA, PubR,,checked
2017,University of Hawaii at Manoa,141574,Accepted  ,3.57,,1880,650,650,580,,,,Economics ,8,4,,CA, PubR,,checked
2019,University of Hawaii at Manoa,141574,Accepted  ,3.57,1200,1200,600,600,,,,,Business - Entrepreneurship,4,4,,CA,PrivA,,
2017,University of Hawaii at Manoa,141574,Accepted  ,2.8,,,,,,,,,Business   ,2,0,,CA, PubR,,checked
2018,University of Hawaii at Manoa,141574,Accepted  ,3.24,,,,,,29,,,Biology  ,6,10,,CA, PubR,,
2019,University of Hawaii at Manoa,141574,Accepted  ,3,,,,,,20,,,Undecided,8,,,CA, PubR,"$56,000 ",
2019,University of Hawaii at Manoa,141574,Accepted  ,3.52,,1220,640,580,,29,,,Physics,8,8,,CA,PubA,,
2017,University of Hawaii at Manoa,141574,Not Accepted,3.25,,,,,,,,,Biology  ,2,4,,CA,PrivA,,checked
2018,University of Hawaii at Manoa,141574,Accepted  ,3.5,,,680,740,670,,,,,10,18,,CA, PubR,"$36,000 ",
2017,University of Hawaii at Manoa,141574,Accepted  ,2.82,,,,,,,,,Film ,18,12,,CA, PubR,,checked
2019,University of Hawaii at Manoa,141574,Not Accepted,3.22,,880,450,430,,,,,Film - Production,,,,CA,PubA,,checked
2015,University of Hawaii at Manoa,141574,Accepted  ,3.45,,,,,,,,,Business   ,16,20,,CA, PubR,,
2016,University of Hawaii at Manoa,141574,Accepted  ,2.7,,1600,530,530,540,,,,Biology - Marine,5,,,NJ, PubR,,
2018,University of Hawaii at Manoa,141574,Accepted  ,3.45,,1370,640,730,,27,,,Kinesiology - Exercise Science,4,10,,CA, PubR,,
2019,University of Hawaii at Manoa,141574,Accepted  ,3.5,,,,,,26,,,Plant Science,16,8,,CA, PubR,,checked
2016,University of Hawaii at Manoa,141574,Accepted  ,3.31,,,,,,,,,Business   ,4,,,CA, PubR,,
2018,University of Hawaii at Manoa,141574,Accepted  ,4,,1170,630,540,,25,,,Undecided,4,0,,HI,PubA,,
2019,University of Hawaii at Manoa,141574,Accepted  ,2.92,,1130,600,530,,,,,Biology - Marine,0,6,,CA,PubA,,
2018,University of Hawaii at Manoa,141574,Accepted  ,3.43,,1310,650,660,,,,,,4,6,,CA, PubR,,
2019,University of Hawaii at Manoa,141574,Accepted  ,3.82,,,,,,32,,,Biology - Marine,10,18,,CA,PrivA,,
2018,University of Hawaii at Manoa,141574,Accepted  ,3.29,,,,,,19,,,Environmental Science  ,,,,CA, PubR,"$64,000 ",
2019,University of Hawaii at Manoa,141574,Not Accepted,2.65,,,,,,21,,,Business   ,2,2,,CA, PubR,,
2018,University of Hawaii at Manoa,141574,Accepted  ,3.46,,,,,,24,,,Undecided - Business,9,3,,CA,PubA,,
2018,University of Hawaii at Manoa,141574,Accepted  ,3.89,,1190,590,600,,,,,Psychology,,,,ID,PubA,,
2017,University of Hawaii at Manoa,141574,Accepted  ,2.8,,,,,,,,,Pre - Vet,6,,,CA, PubR,,checked
2016,University of Hawaii at Manoa,141574,Accepted  ,2.61,,1440,450,490,500,,,,Business   ,,,,CA,PrivA,,
2017,University of Hawaii at Manoa,141574,Accepted  ,3.88,,,,,,,,,Undecided,0,0,,CA, PubR,,checked
2018,University of Hawaii at Manoa,141574,Not Accepted,3.67,,940,460,480,,,,,Computer Science ,0,0,,CA,PrivA,,
2018,University of Hawaii at Manoa,141574,Not Accepted,1.55,,1270,,,,,,,Engineering - Computer ,0,0,,CA, PubR,,
2019,University of Hawaii at Manoa,141574,Accepted  ,3.73,,,,,,31,740,,Biology  ,20,12,,CA, PubR,,
2019,University of Hawaii at Manoa,141574,Accepted  ,3,,,,,,33,700,,Environmental Science  ,15,9,,CA, PubR,"$8,000 ",
2018,University of Hawaii at Manoa,141574,Not Accepted,2.57,,1030,520,510,,,,,Biology - Animal & Vet Science,0,0,,WA,PrivR,,
2017,University of Hawaii at Manoa,141574,Accepted  ,2.78,,,,,,,,,Film - Production,16,6,,CA, PubR,"$66,000 ",checked
2018,University of Hawaii at Manoa,141574,Accepted  ,3.3,,,,,,30,,,Business   ,10,4,,CA,PrivR,,
2016,University of Hawaii at Manoa,141574,Accepted  ,3.75,,1850,620,610,620,,,,Business - Economics,8,6,,CA,PrivA,,
2018,University of Hawaii at Manoa,141574,Accepted  ,3.8,,,,,,28,,,Kinesiology - Exercise Science,6,4,,CA,PubA,,
2016,University of Hawaii at Manoa,141574,Not Accepted,2.84,,1330,410,530,390,,,,,,,,CA, PubR,,
2019,University of Hawaii at Manoa,141574,Accepted  ,2.8,,,,,,24,,,Kinesiology,,,,CA,PubA,,
2018,University of Hawaii at Manoa,141574,Accepted  ,2.04,,1190,630,560,,,,,Biology - Animal & Vet Science,12,11,,CA,PubA,,
2020,University of Hawaii at Manoa,141574,Accepted  ,3.82,1440,1440,760,680,,,,,Biology ,4,6,,CA, PubR,,
2020,University of Hawaii at Manoa,141574,Accepted  ,3.82,1190,1190,570,620,,24,,,Dance  ,22,6,,CA, PubR,,
2020,University of Hawaii at Manoa,141574,Accepted  ,3.15,1150,1150,570,580,,,,,Education  ,0,0,,CA,PubA,$0 ,
2020,University of Hawaii at Manoa,141574,__ Not reported,2.6,880,880,460,420,,,,,Communication,,,,CA, PubR,,
2020,University of Hawaii at Manoa,141574,Accepted  ,2.95,,,,,,21,,,,3,4,,CA, PubR,,checked
2020,University of Hawaii at Manoa,141574,Accepted  ,3.8,1150,1170,610,560,,,,,Psychology ,,,,TX,PrivA,,checked
2020,University of Hawaii at Manoa,141574,Accepted  ,3.38,,,,,,34,,,Environmental Science  ,7,10,,LA,PubA,,
2020,University of Hawaii at Manoa,141574,Accepted  ,2.7,,,,,,30,,,Psychology ,8,8,,CA, PubR,,
2020,University of Hawaii at Manoa,141574,Accepted  ,3.3,1070,1070,530,540,,,,,Psychology ,4,6,,CA, PubR,,
2020,University of Hawaii at Manoa,141574,Accepted  ,3.95,1210,1230,630,600,,,,,Biology - Marine,12,10,,CA, PubR,,checked
2019,University of Houston,225511,Accepted  ,3.23,,,,,,26,,,Undecided,2,4,,CA,PubA,,
2018,University of Houston,225511,Accepted  ,3.88,,1490,730,760,,,690,,Engineering - Mechanical ,22,22,,TX, PubR,,
2019,University of Houston,225511,Accepted  ,3.2,,1090,540,550,,,,,Pre - Nursing,4,8,,TX, PubR,,
2018,University of Houston,225511,Accepted  ,3.8,,1380,620,760,,,,,Architecture,4,18,,TX, PubR,,
2018,University of Houston,225511,Accepted  ,3.14,,1200,620,580,,26,,,Political Science,14,11,,TX,PubA,,
2019,University of Houston,225511,Accepted  ,3.55,,1350,620,730,,,,,Engineering - Industrial,24,12,,TX,PubA,,
2019,University of Houston,225511,Accepted  ,3.5,,1310,610,700,,27,,,Exercise Science,12,12,,TX, PubR,,
2016,University of Houston,225511,Accepted  ,3.9,,1860,590,690,580,,,,Engineering - Mechanical ,8,,,TX, PubR,,
2019,University of Houston,225511,Accepted  ,3.3,1310,1310,610,700,,,,,Engineering - Mechanical ,0,6,,TX, PubR,,
2017,University of Houston,225511,Accepted  ,3.68,,1150,560,590,,,,,Pre - Med,20,10,,TX,PubA,,checked
2019,University of Houston,225511,Not Accepted,2.47,,,,,,18,,,Photography,6,4,,TX,PrivA,,
2019,University of Houston,225511,Accepted  ,3.24,,1210,610,600,,,,,Communication - Sports,6,12,,TX,PrivA,,checked
2019,University of Houston,225511,Accepted  ,3.54,,1520,720,800,,35,,,Business   ,34,16,,TX,PubA,,
2019,University of Houston,225511,Accepted  ,3.2,,1340,660,680,,,,,Business   ,6,18,,TX,PubA,,
2017,University of Houston,225511,Accepted  ,3.82,,,,,,,730,730,Psychology,24,0,,TX, PubR,,checked
2018,University of Houston,225511,Accepted  ,3.15,,1280,610,670,,,,,Business   ,,,,CA, PubR,,
2016,University of Houston,225511,Accepted  ,3.43,,,,,,,,,Psychology,14,,,TX, PubR,,
2018,University of Houston,225511,Accepted  ,3.24,,1250,630,620,,29,,,Journalism - Broadcast,12,12,,TX, PubR,,
2019,University of Houston,225511,Accepted  ,3.05,,,,,,29,,,Kinesiology - Exercise Science,16,14,,TX,PubA,,
2015,University of Houston,225511,Accepted  ,2.5,,,,,,,,,Physics,10,22,,NC, PubR,,
2018,University of Houston,225511,Accepted  ,1.55,,1270,,,,,,,Engineering - Computer ,0,0,,CA, PubR,,
2019,University of Houston,225511,Accepted  ,4,1520,1530,730,800,,,760,,Biology  ,24,12,,TX, PubR,,
2018,University of Houston,225511,Accepted  ,2.95,,1200,620,580,,,,,Undecided,2,4,,CA, PubR,,
2020,University of Houston,225511,Accepted  ,3.68,1470,1470,750,720,,,750,720,Political Science,26,20,,TX, PubR,,
2020,University of Houston,225511,Accepted  ,3.7,,,,,,35,750,730,Biology ,20,4,,TX, PubR,,
2020,University of Houston,225511,Not Accepted,3.15,,,,,,21,,,Nursing,,,,CA,PrivR,,
2020,University of Houston,225511,Accepted  ,3.9,,,,,,31,,,Engineering - Civil,18,,EA  ,TX, PubR,,checked
2020,University of Houston,225511,Accepted  ,4,1420,1420,730,670,,,,,Engineering - Biomedical,24,20,,TX,PubA,,
2020,University of Houston,225511,Accepted  ,2.8,,,,,,15,,,Criminal Justice,4,0,,CA, PubR,,
2017,University of Idaho,142285,Accepted  ,3.86,,,,,,,,,Pre - Business,6,8,,WA,PubA,,checked
2016,University of Idaho,142285,Accepted  ,3.65,,,,,,,630,,English - Creative Writing ,11,8,EA  ,CA, PubR,,
2017,University of Idaho,142285,Accepted  ,3.22,,,,,,,,,Undecided,3,0,,CA, PubR,,checked
2019,University of Idaho,142285,Accepted  ,2.66,,1010,520,490,,,,,Business - Entrepreneurship,,,,CA, PubR,,
2018,University of Idaho,142285,Accepted  ,3.35,,,,,,20,,,Kinesiology - Exercise Science,,,,CA, PubR,,
2016,University of Idaho,142285,Accepted  ,3,,1510,480,530,500,,,,Journalism,8,6,,CA, PubR,,
2017,University of Idaho,142285,Accepted  ,3.31,,1140,550,590,,,,,Engineering ,2,2,,WA,PubA,,checked
2015,University of Idaho,142285,Accepted  ,2.9,,,,,,,,,Kinesiology,0,1,,CA, PubR,,
2015,University of Idaho,142285,Accepted  ,2.67,,,,,,,,,,,,,WA, PubR,,
2017,University of Idaho,142285,Accepted  ,2.72,,,,,,,,,,4,0,,WA,PubA,,checked
2016,University of Idaho,142285,Accepted  ,2.82,,,,,,,,,,2,,,WA,PubA,,
2018,University of Idaho,142285,Accepted  ,3.55,,1320,650,670,,,670,620,Computer Science ,10,6,,CA, PubR,,
2020,University of Idaho,142285,Accepted  ,3.82,1190,1190,570,620,,24,,,Dance  ,22,6,,CA, PubR,,
2018,University of Illinois at Chicago,145600,Accepted  ,3.58,,1100,570,530,,24,,,Pre - Nursing,2,14,EA  ,CA,PrivR,,
2016,University of Illinois at Chicago,145600,Accepted  ,3.12,,1980,680,650,650,,,,Engineering - Biomedical,,5,,NJ,PrivR,"$32,000 ",
2017,University of Illinois at Chicago,145600,Accepted  ,3.8,,,,,,,,,Architecture,,,,CA,PubA,,checked
2018,University of Illinois at Urbana-Champaign,145637,Deferred then accepted,3.62,,,630,770,,27,,,Engineering - Mechanical ,,,EA  ,NJ, PubR,"$20,000 ",checked
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.05,,,,,,29,,,Journalism,0,0,,IL, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.76,1560,,760,800,,,770,,Computer Science ,24,10,EA  ,CA, PubR,,
2017,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.81,,,,,,,,,Engineering - Industrial,21,8,EA  ,CA, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,1440,700,740,,30,700,,Engineering - Biomedical,24,20,EA  ,TX, PubR,,
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.77,,,,,,,720,580,Business   ,20,24,,NJ, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.88,1590,,790,800,,,800,,Engineering - Materials,21,12,EA  ,MI, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.91,,1520,740,780,,34,760,,Engineering ,27,8,,TX, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.92,,1520,740,780,,,800,,Engineering - Aero,20,12,EA  ,, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,1470,720,750,,,720,,Engineering - Biomedical,12,18,EA  ,TX,PrivA,,checked
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,1560,770,790,,,800,800,Computer Science ,10,6,,NJ, PubR,,checked
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,1510,720,790,,35,800,800,Astronomy,25,16,,TX, PubR,,
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.9,,,,,,,800,790,Engineering - Aero,12,4,EA  ,CA,PrivR,,
2017,University of Illinois at Urbana-Champaign,145637,Waitlisted,3.82,,,,,,,800,800,Computer Science ,10,12,,CA, PubR,,
2015,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.83,1910,1910,680,700,530,,,,Engineering - Civil,0,2,,CA, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.26,,,,,,34,,,Computer Science ,15,14,EA  ,IL, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Not Accepted,4,,,,,,33,,,Computer Science ,16,20,EA  ,TX,PubA,,
2019,University of Illinois at Urbana-Champaign,145637,Deferred then accepted,3.95,,,,,,34,720,,Biology  ,13,7,EA  ,CA, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.18,,,,,,35,760,700,Computer Science ,20,4,,NJ, PubR,,checked
2016,University of Illinois at Urbana-Champaign,145637,Waitlisted,3.8,,2170,630,740,800,,730,630,Engineering - Mechanical ,12,8,,CA, PubR,,
2017,University of Illinois at Urbana-Champaign,145637,Deferred then accepted,3.9,,1450,720,730,,,740,,Computer Science ,8,2,,CA, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.05,,,770,790,,,770,720,Engineering - Aero,8,4,EA  ,MA, PubR,,checked
2017,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.95,,,,,,,800,740,,14,0,,IA,PubA,,
2015,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.6,1950,1950,670,680,600,,,,Psychology,6,,,CA, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.91,,,,,,34,800,750,Engineering - Mechanical ,28,8,EA  ,OH, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,1560,770,790,,,,,Music - Vocal,21,14,,CA, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.68,,1520,750,770,,,800,790,Engineering ,23,10,,CA, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,,,,,33,770,,Engineering - Chemical,14,10,EA  ,CA, PubR,,checked
2018,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.5,,1410,640,770,,31,780,720,Computer Science ,16,6,,CA, PubR,,checked
2019,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.7,1440,1440,690,750,,,660,,Engineering - Computer ,9,17,EA  ,NC, PubR,,checked
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.6,,,,,,,,,Economics ,7,7,,IL, PubR,,
2017,University of Illinois at Urbana-Champaign,145637,Waitlisted,3.32,,2350,800,750,800,,770,770,Neuroscience,24,12,EA  ,TX, PubR,,
2017,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.5,,,,,,,,,Business   ,6,2,EA  ,CA, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.13,,1360,670,690,,,,,Biology  ,14,22,EA  ,MD, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.75,,1450,690,760,,,710,,Undecided - STEM,14,8,,CA, PubR,,
2017,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.77,,,,,,,,,Biology  ,10,8,EA  ,CA, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.71,,,740,790,,,800,,Biology  ,18,4,EA  ,CA, PubR,,checked
2018,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.5,,1360,630,730,,,,,Engineering ,,,EA  ,TX,PubA,,
2017,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.65,,2160,720,720,720,,740,650,Engineering ,21,8,EA  ,CA, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Deferred then not accepted ,3.86,,1350,660,690,,,,,Computer Science ,12,4,,CA, PubR,,checked
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,,730,770,,30,,,Engineering - Aero,14,26,,NJ,PrivR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.05,,,770,790,,,770,720,Engineering ,8,4,EA  ,MA, PubR,,checked
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.78,,,,,,34,780,,Engineering - Aero,12,14,,OH, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.85,,,,,,29,,,English  ,8,,EA  ,CT,PrivA,,
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.8,,,,,,,800,800,Biology  ,11,3,,TX, PubR,,
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.5,,2380,800,800,780,,800,720,Business - Finance,4,7,,NJ, PubR,,
2016,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.07,,2000,630,740,630,,,,Business   ,,,,CA, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.84,,,,,,33,680,650,Engineering ,4,6,EA  ,CA, PubR,,checked
2017,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.95,,,,,,,800,800,,16,14,EA  ,IL,PrivR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.9,,1530,730,800,,,800,,Engineering - Mechanical ,28,24,EA  ,MD,PubA,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.18,,,,,,32,,,Accounting,4,13,EA  ,CA,PrivA,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.55,,1300,620,680,,33,650,,Biology - Biological Sciences,16,7,,CA,PrivA,,checked
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.65,,,,,,29,,,Art - Studio,8,18,EA  ,MI, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,1550,760,790,,,800,800,Math - Applied,14,34,,NJ, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Deferred then accepted,3.43,,,,,,34,800,,Engineering - Electrical,10,14,EA  ,CT, PubR,,checked
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.9,,,,,,,800,800,Engineering - Mechanical ,12,4,,CA,PrivR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.71,,,670,780,,,770,770,Chemistry,,,EA  ,NY, PubR,,
2016,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.65,,2000,620,740,640,,,,Computer Science ,14,,,TX, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,,,,,35,800,,Engineering ,10,4,,CA,PrivR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.63,,,670,790,,,760,,Biology  ,18,4,EA  ,CA, PubR,,checked
2015,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.25,,,,,,,,,Biology  ,16,16,,CA, PubR,,
2017,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.85,,,,,,,690,680,Engineering - Aero,8,7,,WA, PubR,,
2015,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.41,2160,2160,690,770,700,,740,740,Engineering - Computer ,20,16,,CA, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.33,1300,1300,640,660,,,,,Business - Undecided,0,6,,NJ, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.55,,,,,,33,,,Engineering ,6,,EA  ,WA,PrivA,,checked
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.75,,2280,780,770,730,,780,700,Computer Science ,2,4,EA  ,NJ, PubR,,
2016,University of Illinois at Urbana-Champaign,145637,Not Accepted,2.92,,2230,740,800,690,,790,790,Business   ,,,,VA, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.95,,,680,750,,,650,,Computer Science ,34,4,EA  ,WA, PubR,,
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.89,,,,,,,730,690,Computer Science ,16,12,,CA, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.62,1250,1250,670,580,,,,,Communication,20,4,,CA, PubR,,checked
2016,University of Illinois at Urbana-Champaign,145637,Waitlisted,3.1,,2110,700,740,670,,760,690,Engineering - Chemical,6,31,,MA, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,1510,740,770,,,780,760,Engineering - Computer ,,,,,PrivA,,
2019,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.5,,1230,640,590,,,,,Environmental Science - Earth and Oceanographic Science,8,12,EA  ,CA, PubR,"$22,000 ",
2017,University of Illinois at Urbana-Champaign,145637,Deferred then accepted,3.67,,2010,600,780,630,,,,Engineering - Electrical,24,12,,TX, PubR,"$30,000 ",checked
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,2310,710,800,800,,800,800,Engineering - Biomedical,16,20,,CA, PubR,,
2016,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.97,,1840,570,640,630,,710,,Business   ,8,3,,CA, PubR,,
2018,University of Illinois at Urbana-Champaign,145637,Not Accepted,2.6,,,,,,27,,,Communication,2,3,,IL,PubA,,checked
2017,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,2160,720,740,700,,760,670,Engineering ,12,12,EA  ,CA, PubR,,
2019,University of Illinois at Urbana-Champaign,145637,Deferred then accepted,4,,,780,800,,,800,,Computer Science ,15,4,EA  ,NY, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.78,,,,,,34,800,790,Engineering - Management Science,16,6,,CA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.76,1470,1470,700,770,,,,,Engineering - Civil,16,16,EA  ,CA,PrivA,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,1540,1540,740,800,,,,,Engineering - Bioengineering,20,4,EA  ,CA,PrivR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,,,,,,34,780,,Engineering - Mechanical ,14,4,EA  ,CA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.75,1310,1310,650,660,,,,,Engineering - Mechanical ,9,3,,CA, PubR,,
